[23:33:08] [Render thread/INFO] [JMLogger] JourneyMap log initialized.
[23:33:08] [Render thread/INFO] [JourneymapClient] initialize ENTER
[23:33:08] [Render thread/INFO] [ClientAPI] [ClientAPI] built with JourneyMap API 1.9-SNAPSHOT
[23:33:08] [Render thread/INFO] [PluginHelper] Initializing plugins with Client API: journeymap.client.api.impl.ClientAPI
[23:33:08] [Render thread/INFO] [?] Version: JourneyMap 1.20.1-5.10.3, built with forge 1.20.1-47.2.30
forge: 47.4.0
Environment: os.name, os.arch, java.version, user.country, user.language=null, game language=ko_kr, locale=ko_kr
[02:04:23] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/grey_white.png
[02:04:23] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/brown.png
[02:09:18] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/grey_white.png
[02:09:18] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/white.png
[02:09:18] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/black.png
[02:09:18] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/brown.png
[02:13:05] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/grey_white.png
[02:13:08] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/white.png
[02:13:08] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/black.png
[02:13:08] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/brown.png
[02:20:23] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/brown.png
[02:20:23] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/grey_white.png
[02:20:27] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/white.png
[02:20:27] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/black.png
[02:20:50] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/orange.png
[02:23:58] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/black.png
[02:23:58] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/white.png
[02:23:58] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/grey_white.png
[02:23:58] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/brown.png
[02:25:29] [Render thread/WARN] [JMLogger] Can't get entityTexture for hamsters:textures/entity_icon/hamster/orange.png
[02:25:35] [Render thread/INFO] [JourneymapClient] Mapping halted in C:\Users\jinan\curseforge\minecraft\Instances\Âé¾ß´ÂÇÜÂî\journeymap\data\mp\offline\minecraft:overworld
[02:25:35] [JM-task-4/WARN] [TaskBatch] TaskBatch thread interrupted: journeymap.client.task.multi.MapPlayerTask$MapPlayerTaskBatch@144fdfa8
[02:25:37] [Server thread/INFO] [ForgeConfig] Loading JourneyMap Forge Configs
